Title,Date,Content
मोदी जी का नॉन-स्टॉप कम और मेरा स्कूटर,2016-11-30T18:28:00.002Z,"भक्त- अबे पता है तुझे, मोदी जी रोज़ अठारह घंटे काम करते हैं और कोई छुटी नही लेते. देशद्रोही- सर जी, मेरा स्कूटर खराब हो गया था. भक्त- तो? मैं देश के प्रधानमन्त्री की बात कर रहा हूँ और तू अपने स्कूटर को रो रिया है. देशद्रोही- सर जी, आगे भी तो सुनिए. स्कूटर मैं मकेनिक के पास ले गया. भक्त- अबे, फिर वही स्कूटर? मैं देश के प्रधानमन्त्री की बात कर रहा हूँ और तू अपने स्कूटर को रो रिया है. देशद्रोही- सर जी सुनिए तो. मकेनिक ने अट्ठारह घंटे उस पर काम किया,बिना रुके.| भक्त- अबे, पागल हो गया क्या? स्कूटर पर ही तेरी सुई अटक गई है. देशद्रोही- सर जी, सुनिए तो. पागल मैं नहीं स्कूटर हो गया. मेकेनिक अनाड़ी निकला. और उसके अट्ठारह घंटे की कड़ी मेहनत का नतीजा यह हुआ कि फिर मुझे उसे ठीक करवाने में स्कूटर की कीमत जितना ही खर्च करवाना पड़ा. लेकिन जान जैसा प्यारा था स्कूटर, सो खर्च किया. भक्त- चोप! देशद्रोही!!"
तुझे तमीज नहीं औरत से बात कैसे करनी है?,2017-04-02T13:24:00.003Z,"ज़रा झड़प जाए औरत से आदमी... कहती हैं मोहतरमा.. ""तुझे तमीज नहीं औरत से बात कैसे करनी है?"" मुझे आज तक समझ नहीं आया कि जब औरत, आदमी बराबर है तो औरत से बात करने के लिए कोई अलग से तमीज़ क्यूँ होनी चाहिए? और जिन औरतों को कोई ज़्यादा तमीज़ की दरकार हो उन्हें घर क्यूँ नहीं बैठना चाहिए? है कि नहीं? अब समझ आया क्यूँ रिसेप्शन पर स्कूल वाले, अस्पताल वाले, जाली कम्पनी वाले औरतों को, लड़कियों को बैठाते हैं? ताकि आपके जायज़ तर्क को बदतमीज़ी साबित किया जा सके, ताकि आप डरें कि औरत है तो कहीं आप पर बलात्कार का आरोप ही न लगा दे. बल से किया गया कार्य. कैसा भी. ""तमीज नहीं औरत से बात कैसे करनी है?"" वैरी गुड. अरे भई, मुझे बात ही नहीं करनी ऐसी औरत से, बात छोड़ो शक्ल नहीं देखनी, शक्ल देखनी छोड़ो थूकना तक नहीं ऐसी की शक्ल पर, थूकना छोड़ो.....खैर, छोड़ो, आगे आप खुद्दे समझ गए होंगे. आदमी बिठाओ न. अब अगर औरत बिठाओगे तो बता दो कौन सा एक्ट, सेक्शन, सब-सेक्शन कहता है कि आदमी को ज़्यादा तमीज़ की ज़रूरत है औरत से बात करने के लिए आदमी के मुकाबले? इडियट! और जब मैं ""इडियट"" लिखता हूँ तो समझ जाइए उसमें @&^%$#*? सब शामिल होता है."
"""THEY"" ARE CRIMINALS",2023-10-20T03:10:00.001Z,"They don't follow any religion. No. Religion is just a facade. They are plunderers, rapists, murderers. Murderers of your culture, your history, your free-thinking. They are barbarians. They have only one thing. A crowd, a big crowd, a very big crowd, a very big crude crowd. You must think ways to confront them. YOU MUST. ~ Tushar Cosmic"
खतरनाक ग्रन्थ,2022-02-21T18:24:00.001Z,"मैं सब धार्मिक किताबों को नकारता हूँ. इसलिए नहीं कि वो ग़लत हैं. न. वो ग़लत भी हैं और सही भी हैं. कहीं ग़लत, कहीं सही. कुछ बहुत गलत, कुछ बहुत सही. दिक्कत यह है कि इन्सान ने इन किताबों को किताबों की तरह नहीं देखा. पवित्र ग्रन्थों की तरह देखा है. कोई बस मत्थे टेके जा रहा है, कोई बस पाठ ही किये जा रहा है, कोई तो इन के खिलाफ़ बोलने वाले को कत्ल ही कर देता है, कोई दंगा खड़ा कर देता है. सो इन ग्रन्थों ने जितना इन्सान का नुक्सान किया है शायद किसी भी अन्य चीज़ ने नहीं. इन ग्रन्थों ने इंसानी सोच को बाँध दिया है. ये ग्रन्थ पाश साबित हुए हैं इंसानी सोच के लिए. इन्सान पशु से उठा लेकिन फिर इन ग्रन्थों से बंध पशु से भी नीचे गिर गया. ~तुषार कॉस्मिक"
नास्तिक धार्मिक है और आस्तिक अधार्मिक. कैसे?,2022-04-10T18:22:00.001Z,"तुम्हें लगता है कि नास्तिक तो कोई अधार्मिक प्राणी होता है. और आस्तिक बहुत बड़ा धार्मिक. लेकिन मेरी नजर में नास्तिक ही धार्मिक है. और आस्तिक अधार्मिक. आस्तिक कौन है? उसे बस कुछ धारणाएं पकड़ा दी गयी और वो अँधा हो के उन धारणाओं का पालन कर रहा है. उसे बता दिया गया कि अल्लाह, भगवान, वाहेगुरु है कोई जो इस कायनात को बनाने वाला है, चलाने वाला है और उस की प्रार्थना करने से, अरदास करने से, नमाज़ पढ़ने से वो मदद करता है. कभी आस्तिक ने बुद्धि चलाई? सवाल उठाये इन धारणाओं पर? कही गयी बात को मानना ही हो तो उस के लिए क्या बुद्धि चलाने की ज़रूरत है? लेकिन सवाल उठाने के लिए तो बुद्धि चलाने की ज़रूरत है. सवाल उठाने के लिए सोचने की ज़रूरत है. नास्तिक सवाल उठाता है. सोचता है. और सवाल उठाने से, सोचने से ही ज्ञान-विज्ञान पैदा होता है. कुदरत ने बुद्धि दी ही सोचने के लिए है. और नास्तिक कुदरत के अनुरूप चलता है. आस्तिक कुदरत के विरुद्ध चलता है. बुद्धि प्रयोग न करना कुदरत के विरुद्ध है. बुद्धि प्रयोग न करना बुधुपना है. बुधुपना कुदरत के विरुद्ध है. इस लिए नास्तिक धार्मिक है और आस्तिक अधार्मिक. तुषार कॉस्मिक"
Sadguru Jaggi is an Idiot,2016-12-27T19:30:00Z,"""I refuse to recognise people as Muslims, Christians, or Hindus. I see human beings as human beings."" - Sadguru Jaggi, Founder Isha Foundation Beings are not beings, he refuses to recognise them as beings, that is his misunderstanding. Right now they are not beings, they are Hindus, Muslims, Sikhs. Machines. Robots. Zombies. Idiots. They were Beings but then the accident happened and they had been turned into Non-beings. Now without the de-hypnotization they can not be bright back. And before that, it is fatal to recognise them as beings. The POINT, it is better to recognise them as Machines, Robots, Zombies, namely Hindu, Muslim, Sikhs etc., who were BEINGS and who can be BEINGS again. भारत ने एक से एक लम्बी दाढ़ी वाले इडियट पैदा किये हैं. श्रीमान भी एक हैं. आप मत मानो कि लोग हिन्दू, मुस्लिम, ईसाई हैं. मत मानो. असल में वो हैं भी नहीं.लेकिन असल में वो असल में हैं ही नहीं. वो ह्यूमन बीइंग हैं ही नहीं. वो मात्र मशीन हैं, रोबोट हैं. अलग अलग नाम के रोबोट. हिन्दू, मुस्लिम, ईसाई नाम के रोबोट. आप मानते रहो कि वो ह्यूमन बीइंग हैं. हो सकते हैं वापिस ह्यूमन बीइंग, लेकिन अभी नहीं हैं. अभी मशीन हैं. आप मत मानो उनको हिन्दू, मुस्लिम, ईसाई लेकिन अभी वो हैं हिन्दू , मुस्लिम, ईसाई ही. और आपका उनको अभी इन्सान मात्र मानना आपकी थोपन हैं उन पर, जिसका वास्तविकता से कोई मतलब नहीं."
,2017-01-02T13:44:00.005Z,"झूठ है कि लोग चढ़ते सूरज को सलाम करते हैं. लोग चढ़ते नहीं, चढ़े सूरज को सलाम करते हैं. कीमती वो व्यक्ति है जो चढ़े नहीं, चढ़ते नहीं, अँधेरे में छुपे सूरज की क्षमता/ पोटेंशियल पहचाने."
 सरकारी नौकर समाज के मालिक बने बैठे हैं. काले अंग्रेज़.,2022-03-27T16:09:00.008Z,"यदि कोई राजनेता तुम्हें रोज़गार देने के नाम पर सरकारी नौकरी देने का वादा करे तो उसे कभी वोट मत दो. चूँकि सरकारी नौकरी तो होनी ही बहुत कम चाहिए. सरकारी नौकर समाज के मालिक बने बैठे हैं. काले अंग्रेज़. मोटी तनख्वाह, अनगिनत छुट्टियाँ, भत्ते, ज़ीरो ज़िम्मेदारी, पक्की नौकरी, पेंशन. इन्हें तो GPL मार दफ़ा करना चाहिये. ये समाज की तरक्की मे Roadblock हैं. जो नेता सरकारी नौकर खत्म करने का, कम करने का वादा करे, इन की तनख्वाह, भत्ते, छुटियाँ घटाने का वादा करे, इन की नौकरियां कच्ची करने का वादा करे, काम के प्रति इन्हें ज़िम्मेदार बनाने का वादा करे, उसे वोट दो. ~ तुषार कॉस्मिक"
सच-झूठ/ झूठ-सच,2017-04-29T18:53:00.002Z,"आप झूठ कभी सौ प्रतिशत बोल ही नहीं सकते. उसमें भी आपको सच तो मिलाना ही पड़ता है. सबसे सफ़ल झूठा वो होता है, जो सच बोलता है. मतलब सच ज़्यादा से ज़्यादा प्रयोग करते हुए झूठ बोलता है. शातिर आदमी सच-झूठ का घाल-मेल इस तरह से करता है कि जो वो चाहे, वो ही नज़र आये और यही मिलावट अनाड़ी इस तरह से करता है कि जो वो नहीं दिखाना चाहता, वो दिख जाता है. मैं अक्सर कहता हूँ कि ढोल अपनी पोल खुद खोल देता है. बजता घना है. थोथा चना बाजे घना. लेकिन उस बजने में ही अपना राज़-फ़ाश कर जाता है. समझ-दार व्यक्ति वो है जो सच और झूठ के इस घाल-मेल में से हंस की तरह मोती चुगता है, बाकी छोड़ देता है. हंसा तो मोती चुगे....."
वाल्मिकी रामायण में बुद्ध को चोर कहा गया है...Valmiki Ramayan Calls Budha a Thief,2024-06-24T09:50:00Z,वाल्मिकी रामायण में बुद्ध को चोर कहा गया है...Valmiki Ramayan Calls Budha a Thief PLAYLISTS YOU MAY LIKE :--- Religion:--- https://tinyurl.com/My-videos-on-Reli... Sociology:-- https://tinyurl.com/My-videos-on-Soci... Politics:-- https://tinyurl.com/My-videos-on-Poli... Philosophy:-- https://tinyurl.com/My-videos-on-Phil... Osho:-- https://tinyurl.com/My-videos-on-Osho
Man is a machine,2015-07-03T19:16:00.001Z,"Years back , I attended ""Landmark Forum"" @ ISCKON Auditorium , South Delhi. A Sikh man around 40 was conducting this workshop. This was very powerful workshop, a mind game, crowd hypnosis, a MLM technique. And it was full of life insights too. The conclusion of this workshop was, ""Man is a machine"". At that point of time, I disagreed completely with this conclusion, how can live human beings be machines, they feel, they think, they have free will. So many things. But as the years have passed, I think that that conclusion was right, if not 100%, it was right up-to 99.99%. Humans, they are just pre-programmed computers. As basic software, operating system is given loaded by the computer company, similarly a very basic, instinctive type of software is pre-installed by the nature into every new born kid. Then the society, parents, teachers, peers, different incidents, accidents start loading soft-wares into that kid. These soft-wares form a kinda pattern in the life of that kid. His life starts revolving around those patterns. He just thinks, assumes that he is living under a free-will but actually he is a slave of those patterns. What is if you feed an audio into a robot, ""I am doing everything with my free will""? And you program this robot in such a way that every-time you control the movements of this robot by using a remote, a voice comes outta head of this robot , ""I am doing everything with my free will"". You got my point. Same is happening, has happened with human beings. Just robots, machines, pre-programmed, pre-installed. But every-time they do some movement, they feel, they think, they consider, they understand , ""I am doing everything with my free will"". Copy Right Matter. Sharing is allowed, not stealing. Tushar Cosmic"
क्या हर बन्दा अपनी अपनी जगह सही है?,2015-06-29T20:05:00.003Z,"""हर बन्दा अपनी अपनी जगह सही है"" ""आपके विचार मात्र आपकी ओपिनियन हैं"" ""Don't be judgemental, whatever you think right or wrong, that is only your perception.Far from reality"" इस तरह की बातें...कुछ कुछ मेरा मानना है कि इस तरह की थ्योरी इंसान को झोलझाल बनाती हैं, उसकी सोच को लुल्ल कर देती हैं (भाषा के लिए माफी.....कृपया PK फिल्म को ध्यान में रखा जाए) यह थ्योरी ग़लत तो है ही....खतरनाक भी है.....ऐसी थ्योरी ही ज्ञान विज्ञान की तरक्की में बाधा हैं. ठीक और गलत का फैसला हालात....यानि देश काल...यानि ख़ास सिचुएशन ...यानि तमाम गवाह और मुद्दों की जानकारी की रोशनी में ही किया जाता है यदि ऐसा न हो तो आप कोई ज्ञान विज्ञान विकसित ही नहीं कर सकते यदि ऐसा न हो तो कभी आइंस्टीन आइंस्टीन न हो पाते, कभी न्यूटन , न्यूटन न हो पाते जब यह मानेंगे कि कुछ भी सही गलत नहीं होता, कैसे कोई भी समाजिक विज्ञान विकसित करेंगे......कैसे मनोविज्ञान, राजनीति विज्ञान, समाज विज्ञान...कैसे विकसित करेंगे....सब कोशिश में रहते हैं कि एक बेहतर समाज घड पाएं....कैसे घडेंगे ....जब हम इंसानों की दुनिया में कुछ ""ठीक गलत होने"" के बेसिक कांसेप्ट को ही नकार देंगे ?"
औकात,2017-06-10T17:12:00.003Z,"भिखारी अपनी औकात के हिसाब से भीख नहीं मांगता, सामने वाले की औकात के अनुसार मांगता है. जैसे साइकिल वाला होगा तो उससे दस-बीस रूपया नहीं, एक दो रूपया ही मांगेगा. और ऑडी या मरसडीज़ कार वाला होगा तो पचास-सौ रूपया मांगेगा. तो साहेबान-कद्रदान, यह मसल सिर्फ भीख मांगने में ही फिट नहीं होती, हर व्यापार में फिट होती है. डॉक्टर, चार्टर्ड अकाउंटेंट, वकील से लेकर इलेक्ट्रीशियन, प्लम्बर, नाई, हलवाई तक आपको अपनी हैसियत, अपनी लियाकत के अनुसार चार्ज नहीं करते, आपकी हैसियत के हिसाब से 'काटते' हैं. यह 'काटना' शब्द बिलकुल सही है. इंसान इंसान को 'काटता' है. शारीरिक रूप से न सही, आर्थिक रूप से सही. और अर्थ शरीर का ही हिस्सा है, जैसे किसी ने ऑटो चला के दस लाख रुपये जोड़े दस साल में तो यह उसके शरीर, उसकी उम्र के दस साल को काटना हुआ कि नहीं अगर उसके साथ धोखा हो गया दस लाख का तो? अब अक्सर सही लगता है कि जो पिछली पीढी के लोग रूपया जेब में होते हुए भी चवन्नी ही दिखाते थे."
 कब्जा,2021-06-10T19:53:00Z,"सब देश जमीन कब्जा कर बनते हैं, जितना कब्जा उतना बड़ा देश. यह कब्जा घटता-बढ़ता रहता है. एक-दूसरे पर हमला करते रहते हैं. जमीन की छीना-झपटी करते रहते हैं. सीमा-विवाद चलते रहते हैं. लेकिन हाँ, आपको जमीन खरीद के ही मिलेगी. बाकायदा रजिस्ट्री होगी तभी जमीन आपको मिलेगी. वही जमीन जो हो सकता है, आपकी सरकार ने, मुल्क ने, समाज ने छीनी हो किसी और से. इस सब के चलते धरती माता हैरान है कि उसे लोग माता भी कहते हैं और उसकी बेच-खरीद भी करते रहते हैं! बेचारी माता!!"
